PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33658654","Autistic-like behavior, spontaneous seizures, and increased neuronal excitability in a Scn8a mouse model","Wong JC, Grieco SF, Dutt K, Chen L, Thelin JT, Inglis GAS, Parvin S, Garraway SM, Xu X, Goldin AL, Escayg A.","Neuropsychopharmacology. 2021 Oct;46(11):2011-2020. doi: 10.1038/s41386-021-00985-9. Epub 2021 Mar 3.","Wong JC","Neuropsychopharmacology","2021","2021/03/04","PMC8429750","","10.1038/s41386-021-00985-9"
"27839871","Mechanistic Insight into NMDA Receptor Dysregulation by Rare Variants in the GluN2A and GluN2B Agonist Binding Domains","Swanger SA, Chen W, Wells G, Burger PB, Tankovic A, Bhattacharya S, Strong KL, Hu C, Kusumoto H, Zhang J, Adams DR, Millichap JJ, Petrovski S, Traynelis SF, Yuan H.","Am J Hum Genet. 2016 Dec 1;99(6):1261-1280. doi: 10.1016/j.ajhg.2016.10.002. Epub 2016 Nov 10.","Swanger SA","Am J Hum Genet","2016","2016/11/15","PMC5142120","","10.1016/j.ajhg.2016.10.002"
"21913284","Temperature and pharmacological rescue of a folding-defective, dominant-negative KV 7.2 mutation associated with neonatal seizures","Maljevic S, Naros G, Yalçin Ö, Blazevic D, Loeffler H, Cağlayan H, Steinlein OK, Lerche H.","Hum Mutat. 2011 Oct;32(10):E2283-93. doi: 10.1002/humu.21554.","Maljevic S","Hum Mutat","2011","2011/09/14","","","10.1002/humu.21554"
"19559753","Functional analysis of novel KCNQ2 mutations found in patients with Benign Familial Neonatal Convulsions","Volkers L, Rook MB, Das JH, Verbeek NE, Groenewegen WA, van Kempen MJ, Lindhout D, Koeleman BP.","Neurosci Lett. 2009 Oct 2;462(1):24-9. doi: 10.1016/j.neulet.2009.06.064. Epub 2009 Jun 25.","Volkers L","Neurosci Lett","2009","2009/06/30","","","10.1016/j.neulet.2009.06.064"
"29349289","Mixed Neurodevelopmental and Neurodegenerative Pathology in Nhe6-Null Mouse Model of Christianson Syndrome","Xu M, Ouyang Q, Gong J, Pescosolido MF, Pruett BS, Mishra S, Schmidt M, Jones RN, Gamsiz Uzun ED, Lizarraga SB, Morrow EM.","eNeuro. 2018 Jan 17;4(6):ENEURO.0388-17.2017. doi: 10.1523/ENEURO.0388-17.2017. eCollection 2017 Nov-Dec.","Xu M","eNeuro","2018","2018/01/20","PMC5771691","","10.1523/ENEURO.0388-17.2017"
"33585817","Gain-of-function GABRB3 variants identified in vigabatrin-hypersensitive epileptic encephalopathies","Absalom NL, Liao VWY, Kothur K, Indurthi DC, Bennetts B, Troedson C, Mohammad SS, Gupta S, McGregor IS, Bowen MT, Lederer D, Mary S, De Waele L, Jansen K, Gill D, Kurian MA, McTague A, Møller RS, Ahring PK, Dale RC, Chebib M.","Brain Commun. 2020 Oct 1;2(2):fcaa162. doi: 10.1093/braincomms/fcaa162. eCollection 2020.","Absalom NL","Brain Commun","2020","2021/02/15","PMC7869430","","10.1093/braincomms/fcaa162"
"34720871","GRIN2A Variants Associated With Idiopathic Generalized Epilepsies","Liu XR, Xu XX, Lin SM, Fan CY, Ye TT, Tang B, Shi YW, Su T, Li BM, Yi YH, Luo JH, Liao WP.","Front Mol Neurosci. 2021 Oct 14;14:720984. doi: 10.3389/fnmol.2021.720984. eCollection 2021.","Liu XR","Front Mol Neurosci","2021","2021/11/01","PMC8551482","","10.3389/fnmol.2021.720984"
"25401298","A recurrent de novo mutation in KCNC1 causes progressive myoclonus epilepsy","Muona M, Berkovic SF, Dibbens LM, Oliver KL, Maljevic S, Bayly MA, Joensuu T, Canafoglia L, Franceschetti S, Michelucci R, Markkinen S, Heron SE, Hildebrand MS, Andermann E, Andermann F, Gambardella A, Tinuper P, Licchetta L, Scheffer IE, Criscuolo C, Filla A, Ferlazzo E, Ahmad J, Ahmad A, Baykan B, Said E, Topcu M, Riguzzi P, King MD, Ozkara C, Andrade DM, Engelsen BA, Crespel A, Lindenau M, Lohmann E, Saletti V, Massano J, Privitera M, Espay AJ, Kauffmann B, Duchowny M, Møller RS, Straussberg R, Afawi Z, Ben-Zeev B, Samocha KE, Daly MJ, Petrou S, Lerche H, Palotie A, Lehesjoki AE.","Nat Genet. 2015 Jan;47(1):39-46. doi: 10.1038/ng.3144. Epub 2014 Nov 17.","Muona M","Nat Genet","2015","2014/11/18","PMC4281260","EMS60739","10.1038/ng.3144"
"30672046","Adult neurogenesis in the mouse dentate gyrus protects the hippocampus from neuronal injury following severe seizures","Jain S, LaFrancois JJ, Botterill JJ, Alcantara-Gonzalez D, Scharfman HE.","Hippocampus. 2019 Aug;29(8):683-709. doi: 10.1002/hipo.23062. Epub 2019 Jan 23.","Jain S","Hippocampus","2019","2019/01/24","PMC6640126","NIHMS1002525","10.1002/hipo.23062"
"33594261","Syndromic disorders caused by gain-of-function variants in KCNH1, KCNK4, and KCNN3-a subgroup of K(+) channelopathies","Gripp KW, Smithson SF, Scurr IJ, Baptista J, Majumdar A, Pierre G, Williams M, Henderson LB, Wentzensen IM, McLaughlin H, Leeuwen L, Simon MEH, van Binsbergen E, Dinulos MBP, Kaplan JD, McRae A, Superti-Furga A, Good JM, Kutsche K.","Eur J Hum Genet. 2021 Sep;29(9):1384-1395. doi: 10.1038/s41431-021-00818-9. Epub 2021 Feb 16.","Gripp KW","Eur J Hum Genet","2021","2021/02/17","PMC8440610","","10.1038/s41431-021-00818-9"
"30642272","Novel ANKRD11 gene mutation in an individual with a mild phenotype of KBG syndrome associated to a GEFS+ phenotypic spectrum: a case report","Alves RM, Uva P, Veiga MF, Oppo M, Zschaber FCR, Porcu G, Porto HP, Persico I, Onano S, Cuccuru G, Atzeni R, Vieira LCN, Pires MVA, Cucca F, Toralles MBP, Angius A, Crisponi L.","BMC Med Genet. 2019 Jan 14;20(1):16. doi: 10.1186/s12881-019-0745-7.","Alves RM","BMC Med Genet","2019","2019/01/16","PMC6332862","","10.1186/s12881-019-0745-7"
"24399846","NECAP1 loss of function leads to a severe infantile epileptic encephalopathy","Alazami AM, Hijazi H, Kentab AY, Alkuraya FS.","J Med Genet. 2014 Apr;51(4):224-8. doi: 10.1136/jmedgenet-2013-102030. Epub 2014 Jan 7.","Alazami AM","J Med Genet","2014","2014/01/09","","","10.1136/jmedgenet-2013-102030"
"26930212","MECP2 Duplication Syndrome: Evidence of Enhanced Oxidative Stress. A Comparison with Rett Syndrome","Signorini C, De Felice C, Leoncini S, Møller RS, Zollo G, Buoni S, Cortelazzo A, Guerranti R, Durand T, Ciccoli L, D'Esposito M, Ravn K, Hayek J.","PLoS One. 2016 Mar 1;11(3):e0150101. doi: 10.1371/journal.pone.0150101. eCollection 2016.","Signorini C","PLoS One","2016","2016/03/02","PMC4773238","","10.1371/journal.pone.0150101"
"30359776","Intragenic duplication of KCNQ5 gene results in aberrant splicing leading to a premature termination codon in a patient with intellectual disability","Rosti G, Tassano E, Bossi S, Divizia MT, Ronchetto P, Servetti M, Lerone M, Pisciotta L, Mancardi MM, Veneselli E, Puliti A.","Eur J Med Genet. 2019 Sep;62(9):103555. doi: 10.1016/j.ejmg.2018.10.007. Epub 2018 Oct 22.","Rosti G","Eur J Med Genet","2019","2018/10/26","","","10.1016/j.ejmg.2018.10.007"
"30127718","A Loss-of-Function HCN4 Mutation Associated With Familial Benign Myoclonic Epilepsy in Infancy Causes Increased Neuronal Excitability","Campostrini G, DiFrancesco JC, Castellotti B, Milanesi R, Gnecchi-Ruscone T, Bonzanni M, Bucchi A, Baruscotti M, Ferrarese C, Franceschetti S, Canafoglia L, Ragona F, Freri E, Labate A, Gambardella A, Costa C, Gellera C, Granata T, Barbuti A, DiFrancesco D.","Front Mol Neurosci. 2018 Aug 6;11:269. doi: 10.3389/fnmol.2018.00269. eCollection 2018.","Campostrini G","Front Mol Neurosci","2018","2018/08/22","PMC6089338","","10.3389/fnmol.2018.00269"
"23408434","Neuronatin-mediated aberrant calcium signaling and endoplasmic reticulum stress underlie neuropathology in Lafora disease","Sharma J, Mukherjee D, Rao SN, Iyengar S, Shankar SK, Satishchandra P, Jana NR.","J Biol Chem. 2013 Mar 29;288(13):9482-90. doi: 10.1074/jbc.M112.416180. Epub 2013 Feb 13.","Sharma J","J Biol Chem","2013","2013/02/15","PMC3611017","","10.1074/jbc.M112.416180"
"31257402","TBC1D24-TLDc-related epilepsy exercise-induced dystonia: rescue by antioxidants in a disease model","Lüthy K, Mei D, Fischer B, De Fusco M, Swerts J, Paesmans J, Parrini E, Lubarr N, Meijer IA, Mackenzie KM, Lee WT, Cittaro D, Aridon P, Schoovaerts N, Versées W, Verstreken P, Casari G, Guerrini R.","Brain. 2019 Aug 1;142(8):2319-2335. doi: 10.1093/brain/awz175.","Lüthy K","Brain","2019","2019/07/02","","","10.1093/brain/awz175"
"34431999","Genotype-phenotype correlations in SCN8A-related disorders reveal prognostic and therapeutic implications","Johannesen KM, Liu Y, Koko M, Gjerulfsen CE, Sonnenberg L, Schubert J, Fenger CD, Eltokhi A, Rannap M, Koch NA, Lauxmann S, Krüger J, Kegele J, Canafoglia L, Franceschetti S, Mayer T, Rebstock J, Zacher P, Ruf S, Alber M, Sterbova K, Lassuthová P, Vlckova M, Lemke JR, Platzer K, Krey I, Heine C, Wieczorek D, Kroell-Seger J, Lund C, Klein KM, Billie Au PY, Rho JM, Ho AW, Masnada S, Veggiotti P, Giordano L, Accorsi P, Hoei-Hansen CE, Striano P, Zara F, Verhelst H, Verhoeven JS, van der Zwaag B, Harder AVE, Brilstra E, Pendziwiat M, Lebon S, Vaccarezza M, Minh Le N, Christensen J, Grønborg S, Scherer SW, Howe J, Fazeli W, Howell KB, Leventer R, Stutterd C, Walsh S, Gerard M, Gerard B, Matricardi S, Bonardi CM, Sartori S, Berger A, Hoffman-Zacharska D, Mastrangelo M, Darra F, Vøllo A, Motazacker MM, Lakeman P, Nizon M, Betzler C, Altuzarra C, Caume R, Roubertie A, Gélisse P, Marini C, Guerrini R, Bilan F, Tibussek D, Koch-Hogrebe M, Perry MS, Ichikawa S, Dadali E, Sharkov A, Mishina I, Abramov M, Kanivets I, Korostelev S, Kutsev S, Wain KE, Eisenhauer N, Wagner M, Savatt JM, Müller-Schlüter K, Bassan H, Borovikov A, Nassogne MC, Destrée A, et al.","Brain. 2021 Aug 25:awab321. doi: 10.1093/brain/awab321. Online ahead of print.","Johannesen KM","Brain","2021","2021/08/25","","","10.1093/brain/awab321"
"30175250","Nav1.2 haplodeficiency in excitatory neurons causes absence-like seizures in mice","Ogiwara I, Miyamoto H, Tatsukawa T, Yamagata T, Nakayama T, Atapour N, Miura E, Mazaki E, Ernst SJ, Cao D, Ohtani H, Itohara S, Yanagawa Y, Montal M, Yuzaki M, Inoue Y, Hensch TK, Noebels JL, Yamakawa K.","Commun Biol. 2018;1:96. doi: 10.1038/s42003-018-0099-2. Epub 2018 Jul 19.","Ogiwara I","Commun Biol","2018","2018/09/04","PMC6115194","NIHMS984331","10.1038/s42003-018-0099-2"
"29899372","Developmental epileptic encephalopathy with hypomyelination and brain atrophy associated with PTPN23 variants affecting the assembly of UsnRNPs","Smigiel R, Landsberg G, Schilling M, Rydzanicz M, Pollak A, Walczak A, Stodolak A, Stawinski P, Mierzewska H, Sasiadek MM, Gruss OJ, Ploski R.","Eur J Hum Genet. 2018 Oct;26(10):1502-1511. doi: 10.1038/s41431-018-0179-2. Epub 2018 Jun 13.","Smigiel R","Eur J Hum Genet","2018","2018/06/15","PMC6138747","","10.1038/s41431-018-0179-2"
"34346499","De novo ARF3 variants cause neurodevelopmental disorder with brain abnormality","Sakamoto M, Sasaki K, Sugie A, Nitta Y, Kimura T, Gürsoy S, Cinleti T, Iai M, Sengoku T, Ogata K, Suzuki A, Okamoto N, Iwama K, Tsuchida N, Uchiyama Y, Koshimizu E, Fujita A, Hamanaka K, Miyatake S, Mizuguchi T, Taguri M, Ito S, Takahashi H, Miyake N, Matsumoto N.","Hum Mol Genet. 2021 Aug 4:ddab224. doi: 10.1093/hmg/ddab224. Online ahead of print.","Sakamoto M","Hum Mol Genet","2021","2021/08/04","","","10.1093/hmg/ddab224"
"28536304","Abnormal glycogen chain length pattern, not hyperphosphorylation, is critical in Lafora disease","Nitschke F, Sullivan MA, Wang P, Zhao X, Chown EE, Perri AM, Israelian L, Juana-López L, Bovolenta P, Rodríguez de Córdoba S, Steup M, Minassian BA.","EMBO Mol Med. 2017 Jul;9(7):906-917. doi: 10.15252/emmm.201707608.","Nitschke F","EMBO Mol Med","2017","2017/05/25","PMC5494504","","10.15252/emmm.201707608"
"34732576","Cognitive deficits and impaired hippocampal long-term potentiation in K(ATP)-induced DEND syndrome","Yahil S, Wozniak DF, Yan Z, Mennerick S, Remedi MS.","Proc Natl Acad Sci U S A. 2021 Nov 9;118(45):e2109721118. doi: 10.1073/pnas.2109721118.","Yahil S","Proc Natl Acad Sci U S A","2021","2021/11/04","PMC8609313","","10.1073/pnas.2109721118"
"25327891","Abnormal microglial activation in the Cstb(-/-) mouse, a model for progressive myoclonus epilepsy, EPM1","Okuneva O, Körber I, Li Z, Tian L, Joensuu T, Kopra O, Lehesjoki AE.","Glia. 2015 Mar;63(3):400-11. doi: 10.1002/glia.22760. Epub 2014 Oct 18.","Okuneva O","Glia","2015","2014/10/21","","","10.1002/glia.22760"
"28145425","Loss of Function of KCNC1 is associated with intellectual disability without seizures","Poirier K, Viot G, Lombardi L, Jauny C, Billuart P, Bienvenu T.","Eur J Hum Genet. 2017 May;25(5):560-564. doi: 10.1038/ejhg.2017.3. Epub 2017 Feb 1.","Poirier K","Eur J Hum Genet","2017","2017/02/02","PMC5437909","","10.1038/ejhg.2017.3"
"14722920","Loss of function of the cytoplasmic isoform of the protein laforin (EPM2A) causes Lafora progressive myoclonus epilepsy","Ianzano L, Young EJ, Zhao XC, Chan EM, Rodriguez MT, Torrado MV, Scherer SW, Minassian BA.","Hum Mutat. 2004 Feb;23(2):170-6. doi: 10.1002/humu.10306.","Ianzano L","Hum Mutat","2004","2004/01/15","","","10.1002/humu.10306"
"16059485","Pain without gain (of function): sodium channel dysfunction in epilepsy","Cooper EC, Baraban SC.","Epilepsy Curr. 2004 Jul-Aug;4(4):158-9. doi: 10.1111/j.1535-7597.2004.44014.x.","Cooper EC","Epilepsy Curr","2004","2005/08/02","PMC1176357","","10.1111/j.1535-7597.2004.44014.x"
"28503605","Chromosome 12p Deletion Spanning the GRIN2B Gene Presenting With a Neurodevelopmental Phenotype: A Case Report and Review of Literature","Mishra N, Kouzmitcheva E, Orsino A, Minassian BA.","Child Neurol Open. 2016 Apr 4;3:2329048X16629980. doi: 10.1177/2329048X16629980. eCollection 2016 Jan-Dec.","Mishra N","Child Neurol Open","2016","2017/05/16","PMC5417284","","10.1177/2329048X16629980"
"32801145","Predicting functional effects of missense variants in voltage-gated sodium and calcium channels","Heyne HO, Baez-Nieto D, Iqbal S, Palmer DS, Brunklaus A, May P; Epi25 Collaborative, Johannesen KM, Lauxmann S, Lemke JR, Møller RS, Pérez-Palma E, Scholl UI, Syrbe S, Lerche H, Lal D, Campbell AJ, Wang HR, Pan J, Daly MJ.","Sci Transl Med. 2020 Aug 12;12(556):eaay6848. doi: 10.1126/scitranslmed.aay6848.","Heyne HO","Sci Transl Med","2020","2020/08/18","","","10.1126/scitranslmed.aay6848"
"25678871","HCN1 Gain-Of-Function Mutations - A New Cause of Epileptic Encephalopathy","Poduri A.","Epilepsy Curr. 2014 Nov-Dec;14(6):348-9. doi: 10.5698/1535-7597-14.6.348.","Poduri A","Epilepsy Curr","2014","2015/02/14","PMC4325594","","10.5698/1535-7597-14.6.348"
"32054635","Reduced Function of the Glutathione S-Transferase S1 Suppresses Behavioral Hyperexcitability in Drosophila Expressing Mutant Voltage-Gated Sodium Channels","Chen HL, Kasuya J, Lansdon P, Kaas G, Tang H, Sodders M, Kitamoto T.","G3 (Bethesda). 2020 Apr 9;10(4):1327-1340. doi: 10.1534/g3.119.401025.","Chen HL","G3 (Bethesda)","2020","2020/02/15","PMC7144092","","10.1534/g3.119.401025"
"34747399","Behavioral And Physiological Analysis In A Zebrafish Model Of Epilepsy","de Calbiac H, Dabacan A, Muresan R, Kabashi E, Ciura S.","J Vis Exp. 2021 Oct 19;(176). doi: 10.3791/58837.","de Calbiac H","J Vis Exp","2021","2021/11/08","","","10.3791/58837"
"33806076","Emerging Role of ODC1 in Neurodevelopmental Disorders and Brain Development","Prokop JW, Bupp CP, Frisch A, Bilinovich SM, Campbell DB, Vogt D, Schultz CR, Uhl KL, VanSickle E, Rajasekaran S, Bachmann AS.","Genes (Basel). 2021 Mar 25;12(4):470. doi: 10.3390/genes12040470.","Prokop JW","Genes (Basel)","2021","2021/04/03","PMC8064465","","10.3390/genes12040470"
"32597768","Early-onset epileptic encephalopathy with migrating focal seizures associated with a FARS2 homozygous nonsense variant","Ville D, Lesca G, Labalme A, Portes VD, Arzimanoglou A, de Bellescize J.","Epileptic Disord. 2020 Jun 1;22(3):327-335. doi: 10.1684/epd.2020.1168.","Ville D","Epileptic Disord","2020","2020/06/30","","","10.1684/epd.2020.1168"
"27841837","Bilateral Sensory Changes and High Burden of Disease in Patients With Chronic Pain and Unilateral Nondermatomal Somatosensory Deficits: A Quantitative Sensory Testing and Clinical Study","Landmann G, Dumat W, Egloff N, Gantenbein AR, Matter S, Pirotta R, Sándor PS, Schleinzer W, Seifert B, Sprott H, Stockinger L, Riederer F.","Clin J Pain. 2017 Aug;33(8):746-755. doi: 10.1097/AJP.0000000000000456.","Landmann G","Clin J Pain","2017","2016/11/15","PMC5438869","EMS70367","10.1097/AJP.0000000000000456"
"31763346","Intractable Generalized Epilepsy and Autosomal Dominant Hypocalcemia: A Case Report","Rossi GC, Patterson AL, McGregor AL, Wheless JW.","Child Neurol Open. 2019 Sep 19;6:2329048X19876199. doi: 10.1177/2329048X19876199. eCollection 2019.","Rossi GC","Child Neurol Open","2019","2019/11/26","PMC6852356","","10.1177/2329048X19876199"
"23797108","Drosophila as a model for intractable epilepsy: gilgamesh suppresses seizures in para(bss1) heterozygote flies","Howlett IC, Rusan ZM, Parker L, Tanouye MA.","G3 (Bethesda). 2013 Aug 7;3(8):1399-407. doi: 10.1534/g3.113.006130.","Howlett IC","G3 (Bethesda)","2013","2013/06/26","PMC3737179","","10.1534/g3.113.006130"
"17505554","A possible explanation for the paradox of hyperexcitability and epilepsy in ""loss of function"" voltage-gated sodium channel mutations","Mathews GC.","Epilepsy Curr. 2007 Mar-Apr;7(2):54-55. doi: 10.1111/j.1535-7511.2007.00168.x.","Mathews GC","Epilepsy Curr","2007","2007/05/17","PMC1867086","","10.1111/j.1535-7511.2007.00168.x"
"18632931","Self-limited hyperexcitability: functional effect of a familial hemiplegic migraine mutation of the Nav1.1 (SCN1A) Na+ channel","Cestèle S, Scalmani P, Rusconi R, Terragni B, Franceschetti S, Mantegazza M.","J Neurosci. 2008 Jul 16;28(29):7273-83. doi: 10.1523/JNEUROSCI.4453-07.2008.","Cestèle S","J Neurosci","2008","2008/07/18","PMC2721955","HALMS376508","10.1523/JNEUROSCI.4453-07.2008"
"31440727","A novel homozygous KCNQ3 loss-of-function variant causes non-syndromic intellectual disability and neonatal-onset pharmacodependent epilepsy","Lauritano A, Moutton S, Longobardi E, Tran Mau-Them F, Laudati G, Nappi P, Soldovieri MV, Ambrosino P, Cataldi M, Jouan T, Lehalle D, Maurey H, Philippe C, Miceli F, Vitobello A, Taglialatela M.","Epilepsia Open. 2019 Aug 11;4(3):464-475. doi: 10.1002/epi4.12353. eCollection 2019 Sep.","Lauritano A","Epilepsia Open","2019","2019/08/24","PMC6698674","","10.1002/epi4.12353"
"20437590","Augmented currents of an HCN2 variant in patients with febrile seizure syndromes","Dibbens LM, Reid CA, Hodgson B, Thomas EA, Phillips AM, Gazina E, Cromer BA, Clarke AL, Baram TZ, Scheffer IE, Berkovic SF, Petrou S.","Ann Neurol. 2010 Apr;67(4):542-6. doi: 10.1002/ana.21909.","Dibbens LM","Ann Neurol","2010","2010/05/04","PMC3383007","NIHMS384541","10.1002/ana.21909"
"34002542","Loss-of-function variants in K(v) 11.1 cardiac channels as a biomarker for SUDEP","Soh MS, Bagnall RD, Bennett MF, Bleakley LE, Mohamed Syazwan ES, Phillips AM, Chiam MDF, McKenzie CE, Hildebrand M, Crompton D, Bahlo M, Semsarian C, Scheffer IE, Berkovic SF, Reid CA.","Ann Clin Transl Neurol. 2021 Jul;8(7):1422-1432. doi: 10.1002/acn3.51381. Epub 2021 May 18.","Soh MS","Ann Clin Transl Neurol","2021","2021/05/18","PMC8283159","","10.1002/acn3.51381"
"31388363","Concurrent Quinidine and Phenobarbital in the Treatment of a Patient with 2 KCNT1 Mutations","Passey CC, Erramouspe J, Castellanos P, O'Donnell EC, Denton DM.","Curr Ther Res Clin Exp. 2019 Feb 28;90:106-108. doi: 10.1016/j.curtheres.2019.02.002. eCollection 2019.","Passey CC","Curr Ther Res Clin Exp","2019","2019/08/08","PMC6677567","","10.1016/j.curtheres.2019.02.002"
"33449381","Impaired Pre-Motor Circuit Activity and Movement in a Drosophila Model of KCNMA1-Linked Dyskinesia","Kratschmer P, Lowe SA, Buhl E, Chen KF, Kullmann DM, Pittman A, Hodge JJL, Jepson JEC.","Mov Disord. 2021 May;36(5):1158-1169. doi: 10.1002/mds.28479. Epub 2021 Jan 15.","Kratschmer P","Mov Disord","2021","2021/01/15","PMC8248399","","10.1002/mds.28479"
"34871784","Further evidence of affected females with a heterozygous variant in FGF13 causing X-linked developmental and epileptic encephalopathy 90","Narayanan DL, Majethia P, Shrikiran A, Siddiqui S, Dalal A, Shukla A.","Eur J Med Genet. 2021 Dec 4;65(1):104403. doi: 10.1016/j.ejmg.2021.104403. Online ahead of print.","Narayanan DL","Eur J Med Genet","2021","2021/12/06","","","10.1016/j.ejmg.2021.104403"
"24872787","Untangling the dravet syndrome seizure network: the changing face of a rare genetic epilepsy","Chopra R, Isom LL.","Epilepsy Curr. 2014 Mar;14(2):86-9. doi: 10.5698/1535-7597-14.2.86.","Chopra R","Epilepsy Curr","2014","2014/05/30","PMC4010885","","10.5698/1535-7597-14.2.86"
"31177578","Autism and developmental disability caused by KCNQ3 gain-of-function variants","Sands TT, Miceli F, Lesca G, Beck AE, Sadleir LG, Arrington DK, Schönewolf-Greulich B, Moutton S, Lauritano A, Nappi P, Soldovieri MV, Scheffer IE, Mefford HC, Stong N, Heinzen EL, Goldstein DB, Perez AG, Kossoff EH, Stocco A, Sullivan JA, Shashi V, Gerard B, Francannet C, Bisgaard AM, Tümer Z, Willems M, Rivier F, Vitobello A, Thakkar K, Rajan DS, Barkovich AJ, Weckhuysen S, Cooper EC, Taglialatela M, Cilio MR.","Ann Neurol. 2019 Aug;86(2):181-192. doi: 10.1002/ana.25522. Epub 2019 Jun 26.","Sands TT","Ann Neurol","2019","2019/06/10","","","10.1002/ana.25522"
"34310985","Do the functional properties of HCN1 mutants correlate with the clinical features in epileptic patients?","Porro A, Abbandonato G, Veronesi V, Russo A, Binda A, Antolini L, Granata T, Castellotti B, Marini C, Moroni A, DiFrancesco JC, Rivolta I.","Prog Biophys Mol Biol. 2021 Nov;166:147-155. doi: 10.1016/j.pbiomolbio.2021.07.008. Epub 2021 Jul 23.","Porro A","Prog Biophys Mol Biol","2021","2021/07/26","","","10.1016/j.pbiomolbio.2021.07.008"
"31372899","SCN9A Epileptic Encephalopathy Mutations Display a Gain-of-function Phenotype and Distinct Sensitivity to Oxcarbazepine","Zhang S, Zhang Z, Shen Y, Zhu Y, Du K, Guo J, Ji Y, Tao J.","Neurosci Bull. 2020 Jan;36(1):11-24. doi: 10.1007/s12264-019-00413-5. Epub 2019 Aug 1.","Zhang S","Neurosci Bull","2020","2019/08/03","PMC6940421","","10.1007/s12264-019-00413-5"
"29264390","Characterization of a KCNB1 variant associated with autism, intellectual disability, and epilepsy","Calhoun JD, Vanoye CG, Kok F, George AL Jr, Kearney JA.","Neurol Genet. 2017 Dec 11;3(6):e198. doi: 10.1212/NXG.0000000000000198. eCollection 2017 Dec.","Calhoun JD","Neurol Genet","2017","2017/12/22","PMC5733249","","10.1212/NXG.0000000000000198"
"33013448","A Novel Kv7.3 Variant in the Voltage-Sensing S(4) Segment in a Family With Benign Neonatal Epilepsy: Functional Characterization and in vitro Rescue by β-Hydroxybutyrate","Miceli F, Carotenuto L, Barrese V, Soldovieri MV, Heinzen EL, Mandel AM, Lippa N, Bier L, Goldstein DB, Cooper EC, Cilio MR, Taglialatela M, Sands TT.","Front Physiol. 2020 Sep 4;11:1040. doi: 10.3389/fphys.2020.01040. eCollection 2020.","Miceli F","Front Physiol","2020","2020/10/05","PMC7498716","","10.3389/fphys.2020.01040"
"28588452","Structure-Function Analysis of the GlyR α2 Subunit Autism Mutation p.R323L Reveals a Gain-of-Function","Zhang Y, Ho TNT, Harvey RJ, Lynch JW, Keramidas A.","Front Mol Neurosci. 2017 May 23;10:158. doi: 10.3389/fnmol.2017.00158. eCollection 2017.","Zhang Y","Front Mol Neurosci","2017","2017/06/08","PMC5440463","","10.3389/fnmol.2017.00158"
"32330417","De Novo Variants in CDK19 Are Associated with a Syndrome Involving Intellectual Disability and Epileptic Encephalopathy","Chung HL, Mao X, Wang H, Park YJ, Marcogliese PC, Rosenfeld JA, Burrage LC, Liu P, Murdock DR, Yamamoto S, Wangler MF; Undiagnosed Diseases Network, Chao HT, Long H, Feng L, Bacino CA, Bellen HJ, Xiao B.","Am J Hum Genet. 2020 May 7;106(5):717-725. doi: 10.1016/j.ajhg.2020.04.001. Epub 2020 Apr 23.","Chung HL","Am J Hum Genet","2020","2020/04/25","PMC7212481","","10.1016/j.ajhg.2020.04.001"
"31428396","Heterozygous loss of function of NR4A2 is associated with intellectual deficiency, rolandic epilepsy, and language impairment","Ramos LLP, Monteiro FP, Sampaio LPB, Costa LA, Ribeiro MDO, Freitas EL, Kitajima JP, Kok F.","Clin Case Rep. 2019 Jul 11;7(8):1582-1584. doi: 10.1002/ccr3.2260. eCollection 2019 Aug.","Ramos LLP","Clin Case Rep","2019","2019/08/21","PMC6693049","","10.1002/ccr3.2260"
"24591078","KCNT1 gain of function in 2 epilepsy phenotypes is reversed by quinidine","Milligan CJ, Li M, Gazina EV, Heron SE, Nair U, Trager C, Reid CA, Venkat A, Younkin DP, Dlugos DJ, Petrovski S, Goldstein DB, Dibbens LM, Scheffer IE, Berkovic SF, Petrou S.","Ann Neurol. 2014 Apr;75(4):581-90. doi: 10.1002/ana.24128. Epub 2014 Apr 14.","Milligan CJ","Ann Neurol","2014","2014/03/05","PMC4158617","NIHMS617836","10.1002/ana.24128"
"34733949","Kv3.1 channelopathy: a novel loss-of-function variant and the mechanistic basis of its clinical phenotypes","Li X, Zheng Y, Li S, Nair U, Sun C, Zhao C, Lu J, Zhang VW, Maljevic S, Petrou S, Lin J.","Ann Transl Med. 2021 Sep;9(18):1397. doi: 10.21037/atm-21-1885.","Li X","Ann Transl Med","2021","2021/11/04","PMC8506712","","10.21037/atm-21-1885"
"34851771","A novel de novo hemizygous ARHGEF9 mutation associated with severe intellectual disability and epilepsy: a case report","Qiu T, Dai Q, Wang Q.","J Int Med Res. 2021 Nov;49(11):3000605211058372. doi: 10.1177/03000605211058372.","Qiu T","J Int Med Res","2021","2021/12/01","PMC8647271","","10.1177/03000605211058372"
"23595603","CaV 2.1 ablation in cortical interneurons selectively impairs fast-spiking basket cells and causes generalized seizures","Rossignol E, Kruglikov I, van den Maagdenberg AM, Rudy B, Fishell G.","Ann Neurol. 2013 Aug;74(2):209-22. doi: 10.1002/ana.23913. Epub 2013 Jul 1.","Rossignol E","Ann Neurol","2013","2013/04/19","PMC3849346","NIHMS470745","10.1002/ana.23913"
