PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"12221164","Association of mu-opioid receptor subunit gene and idiopathic generalized epilepsy","Wilkie H, Osei-Lah A, Chioza B, Nashef L, McCormick D, Asherson P, Makoff AJ.","Neurology. 2002 Sep 10;59(5):724-8. doi: 10.1212/wnl.59.5.724.","Wilkie H","Neurology","2002","2002/09/11","","","10.1212/wnl.59.5.724"
"17903671","Netrin G1 mutations are an uncommon cause of atypical Rett syndrome with or without epilepsy","Nectoux J, Girard B, Bahi-Buisson N, Prieur F, Afenjar A, Rosas-Vargas H, Chelly J, Bienvenu T.","Pediatr Neurol. 2007 Oct;37(4):270-4. doi: 10.1016/j.pediatrneurol.2007.06.002.","Nectoux J","Pediatr Neurol","2007","2007/10/02","","","10.1016/j.pediatrneurol.2007.06.002"
"25755106","Familial periventricular nodular heterotopia, epilepsy and Melnick-Needles Syndrome caused by a single FLNA mutation with combined gain-of-function and loss-of-function effects","Parrini E, Mei D, Pisanti MA, Catarzi S, Pucatti D, Bianchini C, Mascalchi M, Bertini E, Morrone A, Cavaliere ML, Guerrini R.","J Med Genet. 2015 Jun;52(6):405-12. doi: 10.1136/jmedgenet-2014-102959. Epub 2015 Mar 9.","Parrini E","J Med Genet","2015","2015/03/11","","","10.1136/jmedgenet-2014-102959"
"25582463","[Phenotypes and PRRT2 mutation analysis in families with benign familial infantile epilepsy]","Yang X, Zhang Y, Xu X, Yu X, Zhang X, Yang Z, Wang S, Wu Y, Liu X, Wu X.","Zhonghua Er Ke Za Zhi. 2014 Nov;52(11):806-11.","Yang X","Zhonghua Er Ke Za Zhi","2014","2015/01/14","","",""
"32220244","Analyzing clinical and genetic characteristics of a cohort with multiple congenital anomalies-hypotonia-seizures syndrome (MCAHS)","Jiao X, Xue J, Gong P, Bao X, Wu Y, Zhang Y, Jiang Y, Yang Z.","Orphanet J Rare Dis. 2020 Mar 27;15(1):78. doi: 10.1186/s13023-020-01365-0.","Jiao X","Orphanet J Rare Dis","2020","2020/03/30","PMC7099766","","10.1186/s13023-020-01365-0"
"28237832","Central nervous system anomalies in two females with Borjeson-Forssman-Lehmann syndrome","Kasper BS, Dörfler A, Di Donato N, Kasper EM, Wieczorek D, Hoyer J, Zweier C.","Epilepsy Behav. 2017 Apr;69:104-109. doi: 10.1016/j.yebeh.2017.01.022. Epub 2017 Feb 23.","Kasper BS","Epilepsy Behav","2017","2017/02/27","","","10.1016/j.yebeh.2017.01.022"
"12891677","Association between genetic variation of CACNA1H and childhood absence epilepsy","Chen Y, Lu J, Pan H, Zhang Y, Wu H, Xu K, Liu X, Jiang Y, Bao X, Yao Z, Ding K, Lo WH, Qiang B, Chan P, Shen Y, Wu X.","Ann Neurol. 2003 Aug;54(2):239-43. doi: 10.1002/ana.10607.","Chen Y","Ann Neurol","2003","2003/08/02","","","10.1002/ana.10607"
"17917461","Association of MDR1 (C3435T) polymorphism and resistance to carbamazepine in epileptic patients from Turkey","Ozgon GO, Bebek N, Gul G, Cine N.","Eur Neurol. 2008;59(1-2):67-70. doi: 10.1159/000109264. Epub 2007 Oct 4.","Ozgon GO","Eur Neurol","2008","2007/10/06","","","10.1159/000109264"
"21555252","Genetic analysis of tuberous-sclerosis genes 1 and 2 in nonlesional focal epilepsy","Schönberger A, Gembe E, Grote A, Witt JA, Elger CE, Bien CG, Urbach H, Becker AJ, Niehusmann P.","Epilepsy Behav. 2011 Jul;21(3):233-7. doi: 10.1016/j.yebeh.2011.03.034. Epub 2011 May 8.","Schönberger A","Epilepsy Behav","2011","2011/05/11","","","10.1016/j.yebeh.2011.03.034"
"15508929","CLCN2 and idiopathic generalized epilepsy","Heils A.","Adv Neurol. 2005;95:265-71.","Heils A","Adv Neurol","2005","2004/10/29","","",""
"18790821","Key clinical features to identify girls with CDKL5 mutations","Bahi-Buisson N, Nectoux J, Rosas-Vargas H, Milh M, Boddaert N, Girard B, Cances C, Ville D, Afenjar A, Rio M, Héron D, N'guyen Morel MA, Arzimanoglou A, Philippe C, Jonveaux P, Chelly J, Bienvenu T.","Brain. 2008 Oct;131(Pt 10):2647-61. doi: 10.1093/brain/awn197. Epub 2008 Sep 12.","Bahi-Buisson N","Brain","2008","2008/09/16","","","10.1093/brain/awn197"
"25091978","Focal dysplasia of the cerebral cortex and infantile spasms associated with somatic 1q21.1-q44 duplication including the AKT3 gene","Conti V, Pantaleo M, Barba C, Baroni G, Mei D, Buccoliero AM, Giglio S, Giordano F, Baek ST, Gleeson JG, Guerrini R.","Clin Genet. 2015 Sep;88(3):241-7. doi: 10.1111/cge.12476. Epub 2014 Oct 7.","Conti V","Clin Genet","2015","2014/08/06","","","10.1111/cge.12476"
"30146492","Channelopathy as a SUDEP Biomarker in Dravet Syndrome Patient-Derived Cardiac Myocytes","Frasier CR, Zhang H, Offord J, Dang LT, Auerbach DS, Shi H, Chen C, Goldman AM, Eckhardt LL, Bezzerides VJ, Parent JM, Isom LL.","Stem Cell Reports. 2018 Sep 11;11(3):626-634. doi: 10.1016/j.stemcr.2018.07.012. Epub 2018 Aug 23.","Frasier CR","Stem Cell Reports","2018","2018/08/28","PMC6135724","","10.1016/j.stemcr.2018.07.012"
"25803912","[A family with creatine transporter deficiency diagnosed with urinary creatine/creatinine ratio and the family history: the third Japanese familial case]","Nozaki F, Kumada T, Shibata M, Fujii T, Wada T, Osaka H.","No To Hattatsu. 2015 Jan;47(1):49-52.","Nozaki F","No To Hattatsu","2015","2015/03/26","","",""
"14718723","Functional imaging in PNH caused by a new FilaminA mutation","Lange M, Winner B, Müller JL, Marienhagen J, Schröder M, Aigner L, Uyanik G, Winkler J.","Neurology. 2004 Jan 13;62(1):151-2. doi: 10.1212/01.wnl.0000103170.00899.8d.","Lange M","Neurology","2004","2004/01/14","","","10.1212/01.wnl.0000103170.00899.8d"
"8603636","Long-term antiepileptic effects of chronic intake of CNK-602A, a thyrotropin-releasing hormone analogue, on spontaneously epileptic rats","Momiyama T, Ishihara K, Kimura K, Todo N, Fujita Y, Serikawa T, Sasa M.","Epilepsia. 1996 Apr;37(4):328-31. doi: 10.1111/j.1528-1157.1996.tb00567.x.","Momiyama T","Epilepsia","1996","1996/04/01","","","10.1111/j.1528-1157.1996.tb00567.x"
"30862176","Astrocyte and Neuronal Pannexin1 Contribute Distinctly to Seizures","Scemes E, Velíšek L, Velíšková J.","ASN Neuro. 2019 Jan-Dec;11:1759091419833502. doi: 10.1177/1759091419833502.","Scemes E","ASN Neuro","2019","2019/03/14","PMC6415468","","10.1177/1759091419833502"
"22212417","GLUT1 deficiency syndrome as a cause of encephalopathy that includes cognitive disability, treatment-resistant infantile epilepsy and a complex movement disorder","Graham JM Jr.","Eur J Med Genet. 2012 May;55(5):332-4. doi: 10.1016/j.ejmg.2011.11.009. Epub 2011 Dec 20.","Graham JM Jr","Eur J Med Genet","2012","2012/01/04","PMC3439502","NIHMS345895","10.1016/j.ejmg.2011.11.009"
"33040300","An intronic variant in BRAT1 creates a cryptic splice site, causing epileptic encephalopathy without prominent rigidity","Colak FK, Guleray N, Azapagasi E, Yazıcı MU, Aksoy E, Ceylan N.","Acta Neurol Belg. 2020 Dec;120(6):1425-1432. doi: 10.1007/s13760-020-01513-0. Epub 2020 Oct 10.","Colak FK","Acta Neurol Belg","2020","2020/10/11","PMC7547818","","10.1007/s13760-020-01513-0"
"10802757","Independent occurrence of the CHRNA4 Ser248Phe mutation in a Norwegian family with nocturnal frontal lobe epilepsy","Steinlein OK, Stoodt J, Mulley J, Berkovic S, Scheffer IE, Brodtkorb E.","Epilepsia. 2000 May;41(5):529-35. doi: 10.1111/j.1528-1157.2000.tb00205.x.","Steinlein OK","Epilepsia","2000","2000/05/10","","","10.1111/j.1528-1157.2000.tb00205.x"
"32203200","Familial adult myoclonic epilepsy type 1 SAMD12 TTTCA repeat expansion arose 17,000 years ago and is present in Sri Lankan and Indian families","Bennett MF, Oliver KL, Regan BM, Bellows ST, Schneider AL, Rafehi H, Sikta N, Crompton DE, Coleman M, Hildebrand MS, Corbett MA, Kroes T, Gecz J, Scheffer IE, Berkovic SF, Bahlo M.","Eur J Hum Genet. 2020 Jul;28(7):973-978. doi: 10.1038/s41431-020-0606-z. Epub 2020 Mar 16.","Bennett MF","Eur J Hum Genet","2020","2020/03/24","PMC7316749","","10.1038/s41431-020-0606-z"
"14652105","Cortical and subcortical distribution of middle and long latency auditory and visual evoked potentials in a cognitive (CNV) paradigm","Bares M, Rektor I, Kanovský P, Streitová H.","Clin Neurophysiol. 2003 Dec;114(12):2447-60. doi: 10.1016/s1388-2457(03)00250-5.","Bares M","Clin Neurophysiol","2003","2003/12/04","","","10.1016/s1388-2457(03)00250-5"
"26784557","Characterization of two de novoKCNT1 mutations in children with malignant migrating partial seizures in infancy","Rizzo F, Ambrosino P, Guacci A, Chetta M, Marchese G, Rocco T, Soldovieri MV, Manocchio L, Mosca I, Casara G, Vecchi M, Taglialatela M, Coppola G, Weisz A.","Mol Cell Neurosci. 2016 Apr;72:54-63. doi: 10.1016/j.mcn.2016.01.004. Epub 2016 Jan 16.","Rizzo F","Mol Cell Neurosci","2016","2016/01/20","","","10.1016/j.mcn.2016.01.004"
"17562299","Contributions of CYP2C9/CYP2C19 genotypes and drug interaction to the phenytoin treatment in the Korean epileptic patients in the clinical setting","Lee SY, Lee ST, Kim JW.","J Biochem Mol Biol. 2007 May 31;40(3):448-52. doi: 10.5483/bmbrep.2007.40.3.448.","Lee SY","J Biochem Mol Biol","2007","2007/06/15","","","10.5483/bmbrep.2007.40.3.448"
"22386634","Febrile infection-related epilepsy syndrome is not caused by SCN1A mutations","Carranza Rojo D, Harvey AS, Iona X, Dibbens LM, Damiano JA, Arsov T, Gill D, Freeman JL, Leventer RJ, Vincent A, Berkovic SF, McMahon JM, Scheffer IE.","Epilepsy Res. 2012 Jun;100(1-2):194-8. doi: 10.1016/j.eplepsyres.2012.02.007. Epub 2012 Mar 3.","Carranza Rojo D","Epilepsy Res","2012","2012/03/06","","","10.1016/j.eplepsyres.2012.02.007"
"1906931","Mitochondrial encephalomyopathies: a correlation between neuropathological findings and defects in mitochondrial DNA","McKelvie PA, Morley JB, Byrne E, Marzuki S.","J Neurol Sci. 1991 Mar;102(1):51-60. doi: 10.1016/0022-510x(91)90093-m.","McKelvie PA","J Neurol Sci","1991","1991/03/01","","","10.1016/0022-510x(91)90093-m"
"28497669","Mapping seizure foci and tumor genetic factors in glioma associated seizure patients","Yunhe M, Yuan Y, Xiang W, Yanhui L, Qing M.","J Neurosurg Sci. 2020 Oct;64(5):456-463. doi: 10.23736/S0390-5616.17.04015-2. Epub 2017 May 11.","Yunhe M","J Neurosurg Sci","2020","2017/05/13","","","10.23736/S0390-5616.17.04015-2"
"15794187","Topiramate-valproate-induced hyperammonemic encephalopathy syndrome: case report","Cheung E, Wong V, Fung CW.","J Child Neurol. 2005 Feb;20(2):157-60. doi: 10.1177/08830738050200022001.","Cheung E","J Child Neurol","2005","2005/03/30","","","10.1177/08830738050200022001"
"32632602","The Study of Genetic Susceptibility and Mitochondrial Dysfunction in Mesial Temporal Lobe Epilepsy","Yang H, Yin F, Gan S, Pan Z, Xiao T, Kessi M, Yang Z, Zhang VW, Wu L.","Mol Neurobiol. 2020 Sep;57(9):3920-3930. doi: 10.1007/s12035-020-01993-4. Epub 2020 Jul 6.","Yang H","Mol Neurobiol","2020","2020/07/08","","","10.1007/s12035-020-01993-4"
"28083968","First case of neonatal diabetes with KCNJ11 Q52R mutation successfully switched from insulin to sulphonylurea treatment","Ioacara S, Flanagan S, Fröhlich-Reiterer E, Goland R, Fica S.","J Diabetes Investig. 2017 Sep;8(5):716-719. doi: 10.1111/jdi.12620. Epub 2017 Feb 16.","Ioacara S","J Diabetes Investig","2017","2017/01/14","PMC5583959","","10.1111/jdi.12620"
"8133313","Mitochondrial DNA mutation underlying Leigh's syndrome: clinical, pathological, biochemical, and genetic studies of a patient presenting with progressive myoclonic epilepsy","Sweeney MG, Hammans SR, Duchen LW, Cooper JM, Schapira AH, Kennedy CR, Jacobs JM, Youl BD, Morgan-Hughes JA, Harding AE.","J Neurol Sci. 1994 Jan;121(1):57-65. doi: 10.1016/0022-510x(94)90157-0.","Sweeney MG","J Neurol Sci","1994","1994/01/01","","","10.1016/0022-510x(94)90157-0"
"26594844","Treatment during a vulnerable developmental period rescues a genetic epilepsy","Marguet SL, Le-Schulte VT, Merseburg A, Neu A, Eichler R, Jakovcevski I, Ivanov A, Hanganu-Opatz IL, Bernard C, Morellini F, Isbrandt D.","Nat Med. 2015 Dec;21(12):1436-44. doi: 10.1038/nm.3987. Epub 2015 Nov 23.","Marguet SL","Nat Med","2015","2015/11/24","","","10.1038/nm.3987"
"23933818","GRIN2A mutations cause epilepsy-aphasia spectrum disorders","Carvill GL, Regan BM, Yendle SC, O'Roak BJ, Lozovaya N, Bruneau N, Burnashev N, Khan A, Cook J, Geraghty E, Sadleir LG, Turner SJ, Tsai MH, Webster R, Ouvrier R, Damiano JA, Berkovic SF, Shendure J, Hildebrand MS, Szepetowski P, Scheffer IE, Mefford HC.","Nat Genet. 2013 Sep;45(9):1073-6. doi: 10.1038/ng.2727. Epub 2013 Aug 11.","Carvill GL","Nat Genet","2013","2013/08/13","PMC3868952","NIHMS507718","10.1038/ng.2727"
"28794409","Annotating pathogenic non-coding variants in genic regions","Gelfman S, Wang Q, McSweeney KM, Ren Z, La Carpia F, Halvorsen M, Schoch K, Ratzon F, Heinzen EL, Boland MJ, Petrovski S, Goldstein DB.","Nat Commun. 2017 Aug 9;8(1):236. doi: 10.1038/s41467-017-00141-2.","Gelfman S","Nat Commun","2017","2017/08/11","PMC5550444","","10.1038/s41467-017-00141-2"
"23148524","A homozygous mutation of voltage-gated sodium channel β(I) gene SCN1B in a patient with Dravet syndrome","Ogiwara I, Nakayama T, Yamagata T, Ohtani H, Mazaki E, Tsuchiya S, Inoue Y, Yamakawa K.","Epilepsia. 2012 Dec;53(12):e200-3. doi: 10.1111/epi.12040. Epub 2012 Nov 13.","Ogiwara I","Epilepsia","2012","2012/11/15","","","10.1111/epi.12040"
"18925676","Contiguous gene syndrome due to a maternally inherited 8.41 Mb distal deletion of chromosome band Xp22.3 in a boy with short stature, ichthyosis, epilepsy, mental retardation, cerebral cortical heterotopias and Dandy-Walker malformation","van Steensel MA, Vreeburg M, Engelen J, Ghesquiere S, Stegmann AP, Herbergs J, van Lent J, Smeets B, Vles JH.","Am J Med Genet A. 2008 Nov 15;146A(22):2944-9. doi: 10.1002/ajmg.a.32473.","van Steensel MA","Am J Med Genet A","2008","2008/10/18","","","10.1002/ajmg.a.32473"
"32875576","ASAH1-related disorders: Description of 15 novel pediatric patients and expansion of the clinical phenotype","Mahmoud IG, Elmonem MA, Zaki MS, Ramadan A, Al-Menabawy NM, El-Gamal A, Mansour L, Issa MY, Abdel-Hamid MS, Abdel-Hady S, Khalifa I, Ibrahim A, Solyom A, Rolfs A, Selim L.","Clin Genet. 2020 Dec;98(6):598-605. doi: 10.1111/cge.13834. Epub 2020 Sep 2.","Mahmoud IG","Clin Genet","2020","2020/09/03","","","10.1111/cge.13834"
"32116260","Epilepsy in Neurodegenerative Dementias: A Clinical, Epidemiological, and EEG Study","Arnaldi D, Donniaquio A, Mattioli P, Massa F, Grazzini M, Meli R, Filippi L, Grisanti S, Famà F, Terzaghi M, Girtler N, Brugnolo A, Doglione E, Pardini M, Villani F, Nobili F.","J Alzheimers Dis. 2020;74(3):865-874. doi: 10.3233/JAD-191315.","Arnaldi D","J Alzheimers Dis","2020","2020/03/03","","","10.3233/JAD-191315"
"18210857","[Various central nervous system involvements in dystrophinopathy: clinical and genetic considerations]","Nakamura A, Miyazaki Y, Kumagai T, Suzuki Y, Miura K.","No To Hattatsu. 2008 Jan;40(1):10-4.","Nakamura A","No To Hattatsu","2008","2008/01/24","","",""
"23147983","Pyridoxine-dependent epilepsy with elevated urinary α-amino adipic semialdehyde in molybdenum cofactor deficiency","Struys EA, Nota B, Bakkali A, Al Shahwan S, Salomons GS, Tabarki B.","Pediatrics. 2012 Dec;130(6):e1716-9. doi: 10.1542/peds.2012-1094. Epub 2012 Nov 12.","Struys EA","Pediatrics","2012","2012/11/14","","","10.1542/peds.2012-1094"
"15282217","MRI-negative PET-positive temporal lobe epilepsy: a distinct surgically remediable syndrome","Carne RP, O'Brien TJ, Kilpatrick CJ, MacGregor LR, Hicks RJ, Murphy MA, Bowden SC, Kaye AH, Cook MJ.","Brain. 2004 Oct;127(Pt 10):2276-85. doi: 10.1093/brain/awh257. Epub 2004 Jul 28.","Carne RP","Brain","2004","2004/07/30","","","10.1093/brain/awh257"
"33113364","Reduced GABAergic Neuron Excitability, Altered Synaptic Connectivity, and Seizures in a KCNT1 Gain-of-Function Mouse Model of Childhood Epilepsy","Shore AN, Colombo S, Tobin WF, Petri S, Cullen ER, Dominguez S, Bostick CD, Beaumont MA, Williams D, Khodagholy D, Yang M, Lutz CM, Peng Y, Gelinas JN, Goldstein DB, Boland MJ, Frankel WN, Weston MC.","Cell Rep. 2020 Oct 27;33(4):108303. doi: 10.1016/j.celrep.2020.108303.","Shore AN","Cell Rep","2020","2020/10/28","PMC7712469","NIHMS1642113","10.1016/j.celrep.2020.108303"
"19513789","Fine mapping of an epilepsy modifier gene on mouse Chromosome 19","Bergren SK, Rutter ED, Kearney JA.","Mamm Genome. 2009 Jun;20(6):359-66. doi: 10.1007/s00335-009-9193-6. Epub 2009 Jun 10.","Bergren SK","Mamm Genome","2009","2009/06/11","PMC2804848","NIHMS157447","10.1007/s00335-009-9193-6"
"25420144","Mutations in the voltage-gated potassium channel gene KCNH1 cause Temple-Baraitser syndrome and epilepsy","Simons C, Rash LD, Crawford J, Ma L, Cristofori-Armstrong B, Miller D, Ru K, Baillie GJ, Alanay Y, Jacquinet A, Debray FG, Verloes A, Shen J, Yesil G, Guler S, Yuksel A, Cleary JG, Grimmond SM, McGaughran J, King GF, Gabbett MT, Taft RJ.","Nat Genet. 2015 Jan;47(1):73-7. doi: 10.1038/ng.3153. Epub 2014 Nov 24.","Simons C","Nat Genet","2015","2014/11/25","","","10.1038/ng.3153"
"10738184","Mitochondrial tRNA(Cys) mutation A5823G in a patient with motor neuron disease and temporal lobe epilepsy","Kirches E, Winkler K, Vielhaber S, Michael M, Warich-Kirches M, von Bossanyi P, Plate I, Kunz WS, Szibor R, Feistner H, Dietzmann K.","Pathobiology. 1999 Jul-Aug;67(4):214-8. doi: 10.1159/000028075.","Kirches E","Pathobiology","1999","2000/03/30","","","10.1159/000028075"
"28393272","Heterozygous HNRNPU variants cause early onset epilepsy and severe intellectual disability","Bramswig NC, Lüdecke HJ, Hamdan FF, Altmüller J, Beleggia F, Elcioglu NH, Freyer C, Gerkes EH, Demirkol YK, Knupp KG, Kuechler A, Li Y, Lowenstein DH, Michaud JL, Park K, Stegmann APA, Veenstra-Knol HE, Wieland T, Wollnik B, Engels H, Strom TM, Kleefstra T, Wieczorek D.","Hum Genet. 2017 Jul;136(7):821-834. doi: 10.1007/s00439-017-1795-6. Epub 2017 Apr 9.","Bramswig NC","Hum Genet","2017","2017/04/11","","","10.1007/s00439-017-1795-6"
"19059498","Neuropsychological disturbances in frontal lobe epilepsy due to mutated nicotinic receptors","Picard F, Pegna AJ, Arntsberg V, Lucas N, Kaczmarek I, Todica O, Chiriaco C, Seeck M, Brodtkorb E.","Epilepsy Behav. 2009 Feb;14(2):354-9. doi: 10.1016/j.yebeh.2008.11.003. Epub 2008 Dec 6.","Picard F","Epilepsy Behav","2009","2008/12/09","","","10.1016/j.yebeh.2008.11.003"
"22802329","Significant hypotension following buccal midazolam administration","Kensche M, Sander JW, Sisodiya SM.","BMJ Case Rep. 2010 Dec 15;2010:bcr0920103371. doi: 10.1136/bcr.09.2010.3371.","Kensche M","BMJ Case Rep","2010","2012/07/18","PMC3029668","","10.1136/bcr.09.2010.3371"
"27241546","Adult Variant of Self-healing Cutaneous Mucinosis in a Patient with Epilepsy","Yaghoobi R, Bagherzade A, Aliabdi M, Kheradmand P, Kazerouni A, Feily A.","Acta Med Indones. 2016 Jan;48(1):58-62.","Yaghoobi R","Acta Med Indones","2016","2016/06/01","","",""
"19403557","Deletions and missense mutations of EPM2A exacerbate unfolded protein response and apoptosis of neuronal cells induced by endoplasm reticulum stress","Liu Y, Wang Y, Wu C, Liu Y, Zheng P.","Hum Mol Genet. 2009 Jul 15;18(14):2622-31. doi: 10.1093/hmg/ddp196. Epub 2009 Apr 29.","Liu Y","Hum Mol Genet","2009","2009/05/01","PMC2701334","","10.1093/hmg/ddp196"
"22227620","Post-treatment with rapamycin does not prevent epileptogenesis in the amygdala stimulation model of temporal lobe epilepsy","Sliwa A, Plucinska G, Bednarczyk J, Lukasiuk K.","Neurosci Lett. 2012 Feb 16;509(2):105-9. doi: 10.1016/j.neulet.2011.12.051. Epub 2011 Dec 31.","Sliwa A","Neurosci Lett","2012","2012/01/10","","","10.1016/j.neulet.2011.12.051"
"10369164","A novel mutation of the doublecortin gene in Japanese patients with X-linked lissencephaly and subcortical band heterotopia","Kato M, Kimura T, Lin C, Ito A, Kodama S, Morikawa T, Soga T, Hayasaka K.","Hum Genet. 1999 Apr;104(4):341-4. doi: 10.1007/s004390050963.","Kato M","Hum Genet","1999","1999/06/16","","","10.1007/s004390050963"
"17116042","Neural network underlying ictal humming demonstrated by very early SPECT: a case report","Guedj E, Guye M, de Laforte C, Chauvel P, Liegeois-Chauvel C, Mundler O, Bartolomei F.","Epilepsia. 2006 Nov;47(11):1968-70. doi: 10.1111/j.1528-1167.2006.00647.x.","Guedj E","Epilepsia","2006","2006/11/23","","","10.1111/j.1528-1167.2006.00647.x"
"27912044","Mutations in PROSC Disrupt Cellular Pyridoxal Phosphate Homeostasis and Cause Vitamin-B(6)-Dependent Epilepsy","Darin N, Reid E, Prunetti L, Samuelsson L, Husain RA, Wilson M, El Yacoubi B, Footitt E, Chong WK, Wilson LC, Prunty H, Pope S, Heales S, Lascelles K, Champion M, Wassmer E, Veggiotti P, de Crécy-Lagard V, Mills PB, Clayton PT.","Am J Hum Genet. 2016 Dec 1;99(6):1325-1337. doi: 10.1016/j.ajhg.2016.10.011.","Darin N","Am J Hum Genet","2016","2016/12/03","PMC5142116","","10.1016/j.ajhg.2016.10.011"
"32179177","A deletion in Eml1 leads to bilateral subcortical heterotopia in the tish rat","Grosenbaugh DK, Joshi S, Fitzgerald MP, Lee KS, Wagley PK, Koeppel AF, Turner SD, McConnell MJ, Goodkin HP.","Neurobiol Dis. 2020 Jul;140:104836. doi: 10.1016/j.nbd.2020.104836. Epub 2020 Mar 13.","Grosenbaugh DK","Neurobiol Dis","2020","2020/03/18","PMC7814471","NIHMS1660689","10.1016/j.nbd.2020.104836"
"20659150","Low frequency stimulation decreases seizure activity in a mutation model of epilepsy","Kile KB, Tian N, Durand DM.","Epilepsia. 2010 Sep;51(9):1745-53. doi: 10.1111/j.1528-1167.2010.02679.x. Epub 2010 Jul 26.","Kile KB","Epilepsia","2010","2010/07/28","PMC3569726","NIHMS437534","10.1111/j.1528-1167.2010.02679.x"
"19564592","Re: CDKL5 mutations in boys with severe encephalopathy and early-onset intractable epilepsy","Fichou Y, Bieth E, Bahi-Buisson N, Nectoux J, Girard B, Chelly J, Chaix Y, Bienvenu T.","Neurology. 2009 Jul 7;73(1):77-8; author reply 78. doi: 10.1212/01.wnl.0000349658.05677.d7.","Fichou Y","Neurology","2009","2009/07/01","","","10.1212/01.wnl.0000349658.05677.d7"
"24151901","Automated hippocampal segmentation in patients with epilepsy: available free online","Winston GP, Cardoso MJ, Williams EJ, Burdett JL, Bartlett PA, Espak M, Behr C, Duncan JS, Ourselin S.","Epilepsia. 2013 Dec;54(12):2166-73. doi: 10.1111/epi.12408. Epub 2013 Oct 23.","Winston GP","Epilepsia","2013","2013/10/25","PMC3995014","","10.1111/epi.12408"
"20830798","Novel de novo PCDH19 mutations in three unrelated females with epilepsy female restricted mental retardation syndrome","Jamal SM, Basran RK, Newton S, Wang Z, Milunsky JM.","Am J Med Genet A. 2010 Oct;152A(10):2475-81. doi: 10.1002/ajmg.a.33611.","Jamal SM","Am J Med Genet A","2010","2010/09/11","","","10.1002/ajmg.a.33611"
"28898323","[Pontocerebellar hypoplasia secondary to CASK gene deletion: Case report]","Rivas L, Blanco Ó, Torreira C, Repáraz A, Melcón C, Amado A.","Rev Chil Pediatr. 2017;88(4):529-533. doi: 10.4067/S0370-41062017000400014.","Rivas L","Rev Chil Pediatr","2017","2017/09/13","","","10.4067/S0370-41062017000400014"
"15654097","Seizure suppression by gain-of-function escargot mutations","Hekmat-Scafe DS, Dang KN, Tanouye MA.","Genetics. 2005 Mar;169(3):1477-93. doi: 10.1534/genetics.104.036558. Epub 2005 Jan 16.","Hekmat-Scafe DS","Genetics","2005","2005/01/18","PMC1449553","","10.1534/genetics.104.036558"
"30741786","Understanding the schizophrenia phenotype in the first patient with the full SCN2A phenotypic spectrum","Suddaby JS, Silver J, So J.","Psychiatr Genet. 2019 Jun;29(3):91-94. doi: 10.1097/YPG.0000000000000219.","Suddaby JS","Psychiatr Genet","2019","2019/02/12","","","10.1097/YPG.0000000000000219"
"30003028","Temporal lobe epilepsy lateralization using retrospective cerebral blood volume MRI","Feng X, Hamberger MJ, Sigmon HC, Guo J, Small SA, Provenzano FA.","Neuroimage Clin. 2018 May 10;19:911-917. doi: 10.1016/j.nicl.2018.05.012. eCollection 2018.","Feng X","Neuroimage Clin","2018","2018/07/14","PMC6039834","","10.1016/j.nicl.2018.05.012"
"24838951","Two novel missense mutations in nonketotic hyperglycinemia","Yilmaz BS, Kor D, Ceylaner S, Mert GG, Incecik F, Kartal E, Mungan NO.","J Child Neurol. 2015 May;30(6):789-92. doi: 10.1177/0883073814535499. Epub 2014 May 16.","Yilmaz BS","J Child Neurol","2015","2014/05/20","","","10.1177/0883073814535499"
"30427063","Gap Activity TOward Rags 1 variants in Chinese people with sporadic drug-resistant focal epilepsy","Xiong W, Tang L, Lu L, Zhang L, Xiao Y, Zhou D.","Acta Neurol Scand. 2019 Mar;139(3):247-253. doi: 10.1111/ane.13046. Epub 2018 Dec 13.","Xiong W","Acta Neurol Scand","2019","2018/11/15","","","10.1111/ane.13046"
"28232204","Homozygous mutation in TXNRD1 is associated with genetic generalized epilepsy","Kudin AP, Baron G, Zsurka G, Hampel KG, Elger CE, Grote A, Weber Y, Lerche H, Thiele H, Nürnberg P, Schulz H, Ruppert AK, Sander T, Cheng Q, Arnér ES, Schomburg L, Seeher S, Fradejas-Villar N, Schweizer U, Kunz WS.","Free Radic Biol Med. 2017 May;106:270-277. doi: 10.1016/j.freeradbiomed.2017.02.040. Epub 2017 Feb 21.","Kudin AP","Free Radic Biol Med","2017","2017/02/25","","","10.1016/j.freeradbiomed.2017.02.040"
"30544257","GRIN2A-related disorders: genotype and functional consequence predict phenotype","Strehlow V, Heyne HO, Vlaskamp DRM, Marwick KFM, Rudolf G, de Bellescize J, Biskup S, Brilstra EH, Brouwer OF, Callenbach PMC, Hentschel J, Hirsch E, Kind PC, Mignot C, Platzer K, Rump P, Skehel PA, Wyllie DJA, Hardingham GE, van Ravenswaaij-Arts CMA, Lesca G, Lemke JR; GRIN2A study group.","Brain. 2019 Jan 1;142(1):80-92. doi: 10.1093/brain/awy304.","Strehlow V","Brain","2019","2018/12/14","PMC6308310","","10.1093/brain/awy304"
